track_title,track_n,line,word
Mer Girl,13,17,ran
Mer Girl,13,17,lake
Mer Girl,13,17,hills
Mer Girl,13,18,ran
Mer Girl,13,18,ran
Mer Girl,13,19,crumbling
Mer Girl,13,19,tombstones
Mer Girl,13,20,forgotten
Mer Girl,13,20,names
Mer Girl,13,21,tasted
Mer Girl,13,21,rain
Mer Girl,13,21,tasted
Mer Girl,13,21,tears
Mer Girl,13,22,cursed
Mer Girl,13,22,angels
Mer Girl,13,22,tasted
Mer Girl,13,22,fears
Mer Girl,13,23,ground
Mer Girl,13,23,beneath
Mer Girl,13,23,feet
Mer Girl,13,24,earth
Mer Girl,13,24,arms
Mer Girl,13,25,leaves
Mer Girl,13,25,covered
Mer Girl,13,26,ants
Mer Girl,13,26,marched
Mer Girl,13,27,black
Mer Girl,13,27,sky
Mer Girl,13,27,blinding
Mer Girl,13,28,ran
Mer Girl,13,28,forest
Mer Girl,13,28,ran
Mer Girl,13,28,trees
Mer Girl,13,29,ran
Mer Girl,13,29,ran
Mer Girl,13,30,ran
Mer Girl,13,30,lakes
Mer Girl,13,30,hill
Mer Girl,13,31,ran
Mer Girl,13,31,ran
Mer Girl,13,32,smelled
Mer Girl,13,32,burning
Mer Girl,13,32,flesh
Mer Girl,13,33,rotting
Mer Girl,13,33,bones
Mer Girl,13,34,decay
Mer Girl,13,35,ran
Mer Girl,13,35,ran
Mer Girl,13,36,running
Has to Be,14,1,breathe
Has to Be,14,1,breathe
Has to Be,14,2,prayer
Has to Be,14,3,gods
Has to Be,14,4,unfair
Has to Be,14,6,waiting
Has to Be,14,10,sit
Has to Be,14,10,fool
Has to Be,14,11,graduated
Has to Be,14,12,school
Has to Be,14,14,waiting
Has to Be,14,17,glad
Has to Be,14,17,alive
Has to Be,14,18,worse
Has to Be,14,19,loved
Has to Be,14,20,worth
Has to Be,14,21,gods
Has to Be,14,22,unfair
Has to Be,14,24,waiting
Has to Be,14,28,waiting
